id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
2272,17,Grade 12,8.0,74,60,57,77,2,4,3,3,1,12,1,"painting, research",technology,8,4,Engineering
2273,22,UG,7.4,100,60,72,80,2,4,3,2,2,16,1,"history, writing, sports",arts,8,9,Lawyer
2274,17,Grade 12,9.0,71,68,94,70,3,2,2,3,3,15,1,"science, finance, writing",business,9,7,Lawyer
2275,20,UG,7.5,81,61,63,53,1,4,1,2,3,26,1,gaming,business,12,8,Software Engineer
2276,18,UG,7.9,73,73,67,76,1,4,2,1,3,25,0,"sports, writing, travel",business,6,7,Data Scientist
2277,14,Grade 10,6.5,74,78,83,65,3,2,3,3,2,20,0,music,arts,9,6,CA
2278,19,UG,8.8,87,80,76,78,2,1,4,2,2,14,1,"gaming, writing",healthcare,11,9,Finance Manager
2279,18,UG,6.5,80,75,83,71,3,4,3,1,3,16,1,"finance, debate, music",arts,12,8,Software Engineer
2280,23,UG,9.9,88,77,72,68,1,3,2,4,1,24,1,"science, finance, gaming",healthcare,10,5,Data Scientist
2281,17,Grade 12,6.9,74,85,90,67,1,2,2,1,3,22,1,debate,arts,11,5,Engineering
2282,24,UG,7.3,73,77,58,75,3,4,3,3,3,18,1,"history, debate",healthcare,9,10,MBA
2283,22,UG,6.0,86,79,78,57,2,3,3,2,2,11,1,"writing, science",arts,10,5,IT Specialist
2284,23,UG,5.3,86,83,63,62,2,3,5,3,1,14,0,"dance, history",business,7,4,CA
2285,16,Grade 12,9.1,73,68,60,69,2,4,3,3,2,13,1,gaming,business,6,6,Software Engineer
2286,13,Grade 10,7.2,85,96,69,81,3,2,4,1,2,16,1,writing,healthcare,11,7,MBA
2287,26,PG,7.8,80,62,68,77,1,1,3,1,2,17,1,"dance, music, gaming",business,9,7,Finance Manager
2288,19,UG,6.7,77,69,81,67,2,3,2,3,2,20,0,science,healthcare,9,6,Finance Manager
2289,22,UG,10.0,69,82,55,68,2,1,1,4,1,8,1,"research, coding, science",business,8,5,Defence Persenal
2290,19,UG,8.5,88,77,86,50,3,2,3,2,3,28,1,"dance, music",arts,14,9,Lawyer
2291,24,UG,8.6,83,75,64,60,4,3,2,1,3,21,1,"gaming, reading",healthcare,4,9,IT Specialist
2292,20,UG,8.4,62,69,77,76,2,2,2,3,3,20,0,"travel, reading, painting",business,10,6,Data Scientist
2293,20,UG,7.3,82,59,80,83,4,2,3,2,3,13,0,"dance, painting, history",business,10,7,Software Engineer
2294,14,Grade 10,7.0,69,86,64,54,2,1,1,1,1,21,0,"gaming, dance, research",technology,9,5,Engineering
2295,15,Grade 10,7.0,89,77,80,64,2,2,3,1,4,19,0,"science, debate, dance",business,10,9,Software Engineer
2296,17,Grade 12,8.0,74,83,80,70,2,3,3,3,2,16,0,finance,technology,12,7,Medicine
2297,20,UG,5.3,92,73,69,65,3,1,3,4,3,15,1,writing,business,11,6,Data Scientist
2298,19,UG,6.9,65,63,58,88,2,3,2,2,2,22,1,"history, reading, music",technology,8,6,CA
2299,19,UG,8.7,63,58,50,77,2,3,2,1,3,20,1,sports,technology,11,9,MBA
2300,21,UG,8.5,71,93,51,73,2,2,3,1,3,16,1,finance,technology,9,8,Historian
2301,25,PG,7.6,85,67,68,81,2,3,3,2,5,27,0,"gaming, coding, reading",arts,9,3,Data Scientist
2302,21,UG,7.6,96,71,76,57,1,3,2,4,2,11,0,"travel, finance",arts,10,4,Lawyer
2303,17,Grade 12,7.5,69,92,83,57,1,3,3,2,1,38,1,"music, gaming, dance",healthcare,11,3,Medicine
2304,15,Grade 10,7.4,75,67,73,61,3,3,4,1,3,18,0,"gaming, dance, music",business,11,5,CA
2305,22,UG,6.7,71,64,50,66,3,3,3,2,1,30,0,writing,business,11,10,Medicine
2306,22,UG,7.7,86,65,72,55,4,2,2,3,3,24,1,"coding, writing",healthcare,9,7,Defence Persenal
2307,20,UG,7.4,62,75,52,92,2,3,2,4,5,9,1,"sports, writing",healthcare,8,6,Defence Persenal
2308,18,UG,7.1,79,69,56,76,2,3,1,2,3,18,1,"travel, finance, debate",business,10,3,Lawyer
2309,17,Grade 12,6.5,66,73,54,73,1,2,2,2,3,23,1,"dance, sports, reading",business,9,5,Lawyer
2310,22,UG,9.8,69,64,72,53,2,3,3,2,2,24,1,"debate, reading",technology,13,7,Engineering
2311,13,Grade 10,7.7,81,70,79,100,2,2,3,3,1,28,0,"science, travel",healthcare,8,7,Arts
2312,20,UG,8.7,87,69,77,63,2,5,3,2,3,28,1,"gaming, music, science",business,11,8,Software Engineer
2313,23,PG,9.4,82,77,71,50,3,2,2,2,2,5,0,"sports, history, music",arts,8,8,IT Specialist
2314,23,PG,7.0,95,67,66,80,1,4,3,3,4,13,1,"reading, sports",technology,6,6,Arts
2315,19,UG,6.1,70,66,80,68,3,3,1,2,3,29,1,gaming,arts,10,6,Lawyer
2316,21,UG,6.7,79,76,78,64,2,3,3,3,4,18,1,research,healthcare,9,8,Medicine
2317,22,UG,9.3,71,96,80,74,1,3,4,5,3,9,0,"debate, gaming",healthcare,5,7,CA
2318,18,UG,7.2,52,58,50,63,2,3,2,4,1,19,0,"gaming, research",technology,8,10,Lawyer
2319,22,UG,10.0,74,81,50,84,1,2,3,3,4,32,1,reading,technology,13,5,Defence Persenal
2320,25,PG,6.2,70,70,50,73,3,1,2,2,2,5,1,"writing, science, sports",arts,11,6,CA
2321,21,UG,9.3,74,66,50,69,3,2,2,1,2,21,1,"science, writing, research",arts,9,3,Finance Manager
2322,19,UG,5.8,71,64,69,65,2,2,4,2,2,19,0,writing,healthcare,12,5,Arts
2323,15,Grade 10,7.3,78,68,80,91,3,2,2,3,3,16,0,"writing, reading, research",business,9,6,CA
2324,19,UG,7.6,68,80,93,60,1,3,3,2,4,29,0,"painting, music, finance",healthcare,11,6,Historian
2325,14,Grade 10,9.3,89,82,99,62,2,2,3,2,4,24,0,"research, travel, gaming",business,11,5,Historian
2326,24,PG,7.9,81,85,68,69,3,3,1,3,3,24,0,"gaming, sports, debate",healthcare,9,4,Finance Manager
2327,18,UG,6.0,77,94,65,61,3,3,4,2,1,20,1,research,technology,8,8,Arts
2328,19,UG,7.8,81,87,69,59,3,4,1,2,2,17,1,"painting, travel, debate",healthcare,11,6,Software Engineer
2329,19,UG,7.3,69,58,70,97,2,3,1,1,1,17,1,"painting, sports",arts,11,7,Historian
2330,20,UG,6.2,68,61,80,84,2,4,5,2,2,15,1,"painting, reading, writing",business,11,8,Lawyer
2331,22,UG,5.0,77,70,79,60,4,3,3,3,3,19,0,"history, writing, research",healthcare,4,3,MBA
2332,18,UG,6.3,65,69,82,50,3,4,1,3,1,16,1,research,technology,13,5,Defence Persenal
2333,18,UG,6.5,92,64,58,66,4,3,2,3,3,28,0,"coding, writing, dance",business,15,6,Historian
2334,15,Grade 10,5.9,68,83,54,80,4,2,3,1,1,16,1,coding,technology,11,9,Historian
2335,19,UG,8.2,74,74,51,72,3,3,4,1,3,16,1,"music, painting",business,13,4,MBA
2336,13,Grade 10,7.7,70,79,72,53,3,4,2,1,1,13,1,"painting, coding",business,11,8,Medicine
2337,21,UG,8.2,80,86,58,74,2,2,2,3,4,25,1,research,business,15,9,CA
2338,14,Grade 10,6.7,63,61,66,64,2,1,3,2,3,16,1,painting,technology,9,7,CA
2339,17,Grade 12,7.4,78,72,83,61,1,2,4,3,3,26,1,"dance, history",technology,5,7,Medicine
2340,15,Grade 10,7.9,89,83,58,50,1,2,2,3,3,13,1,"debate, dance",healthcare,10,6,Arts
2341,13,Grade 10,8.5,72,71,80,65,4,2,2,1,1,16,1,"dance, writing",arts,10,8,Arts
2342,28,UG,7.5,62,63,81,69,3,4,3,3,3,20,1,"music, painting, research",arts,8,9,Arts
2343,18,UG,8.2,80,82,75,79,2,3,3,2,4,17,1,"painting, sports",technology,11,9,Software Engineer
2344,22,UG,7.2,59,85,77,64,4,4,3,2,3,24,1,history,arts,12,3,CA
2345,21,UG,5.3,77,64,60,72,3,3,4,3,2,25,1,"research, writing, music",technology,16,4,MBA
2346,15,Grade 10,8.6,67,71,68,73,3,3,3,2,4,20,1,travel,technology,12,10,Arts
2347,15,Grade 10,9.1,60,82,51,50,3,3,2,2,3,24,0,dance,healthcare,11,6,Lawyer
2348,16,Grade 12,7.1,92,65,67,50,3,3,4,1,2,18,1,"writing, history, reading",technology,7,6,Software Engineer
2349,24,PG,5.2,82,72,57,72,1,2,3,3,2,14,1,"finance, travel, reading",arts,6,3,Lawyer
2350,20,UG,8.9,86,69,66,50,4,2,3,2,2,12,1,"history, sports, travel",technology,13,9,MBA
2351,22,UG,6.8,67,80,84,67,2,3,2,3,2,20,1,"writing, dance",technology,8,7,Finance Manager
2352,22,UG,9.0,63,54,68,50,2,1,3,2,2,28,1,"painting, science, writing",business,15,7,Lawyer
2353,22,UG,7.4,72,82,82,83,3,2,4,2,2,26,0,"reading, music",business,15,8,Data Scientist
2354,17,Grade 12,8.1,86,68,58,82,4,3,5,2,4,20,1,"painting, reading",arts,5,8,Data Scientist
2355,18,UG,6.4,66,72,58,70,2,2,3,3,3,14,1,gaming,healthcare,9,7,Finance Manager
2356,24,PG,7.9,73,89,62,59,2,2,2,3,2,23,0,"reading, music, coding",technology,12,6,Arts
2357,18,UG,8.7,57,89,74,99,2,5,3,3,3,9,0,research,business,11,8,Medicine
2358,24,UG,7.7,81,85,65,50,2,3,4,3,2,20,0,"science, reading",business,10,9,Software Engineer
2359,19,UG,7.2,79,87,61,50,1,1,1,2,3,23,1,"debate, sports, coding",business,10,8,Software Engineer
2360,21,UG,7.8,84,56,67,72,2,3,4,1,1,30,0,"reading, sports",healthcare,12,6,MBA
2361,17,Grade 12,6.8,69,80,60,61,4,1,1,3,5,9,1,"reading, science",arts,10,7,Data Scientist
2362,23,UG,8.7,70,83,64,67,4,1,3,3,3,18,0,"finance, research",arts,7,4,CA
2363,17,Grade 12,8.1,79,66,52,71,3,3,4,1,2,12,0,music,arts,13,4,CA
2364,21,UG,8.0,80,61,95,73,2,2,4,2,2,23,0,"reading, painting, history",healthcare,12,5,CA
2365,15,Grade 10,7.9,91,83,72,50,5,1,2,2,1,16,0,dance,healthcare,12,7,Medicine
2366,20,UG,7.1,84,78,50,63,3,2,2,3,4,27,0,"sports, finance, dance",arts,10,8,CA
2367,18,UG,10.0,77,64,50,78,2,2,2,2,4,14,1,"gaming, painting",arts,16,7,Defence Persenal
2368,20,UG,6.0,82,66,62,67,2,2,2,1,4,31,1,debate,healthcare,4,6,Engineering
2369,15,Grade 10,6.5,90,80,72,100,2,2,2,3,3,27,0,coding,business,8,6,Data Scientist
2370,23,UG,9.1,57,72,65,66,2,2,1,1,4,21,1,"finance, sports, writing",healthcare,7,6,IT Specialist
2371,17,Grade 12,7.6,87,77,64,74,2,2,2,3,3,22,1,"research, travel, coding",arts,14,6,Engineering
2372,20,UG,10.0,56,90,76,76,1,4,4,4,3,28,0,"painting, finance",arts,10,7,Engineering
2373,18,UG,5.9,60,81,65,64,1,2,1,4,2,14,0,"debate, finance",business,5,5,Defence Persenal
2374,18,UG,8.0,80,60,65,66,3,2,4,3,2,26,0,"history, writing",technology,9,8,Medicine
2375,23,UG,6.8,71,69,88,68,2,2,3,2,3,18,0,"science, history, music",business,9,6,Historian
2376,23,PG,7.1,79,78,63,74,4,3,3,3,4,10,0,"debate, finance, coding",healthcare,11,8,Software Engineer
2377,22,UG,8.8,67,68,69,63,2,2,2,2,2,18,1,"gaming, reading, coding",healthcare,10,4,Data Scientist
2378,22,UG,7.9,59,82,70,79,2,3,1,2,2,18,1,"finance, research",healthcare,11,10,Software Engineer
2379,21,UG,9.9,72,65,70,50,2,2,2,3,2,21,0,"travel, gaming",healthcare,10,5,IT Specialist
2380,16,Grade 12,6.6,75,72,55,52,4,1,2,3,4,22,1,travel,arts,12,5,Lawyer
2381,19,UG,7.8,91,76,76,63,2,2,3,3,2,24,0,"dance, coding, reading",arts,8,10,Software Engineer
2382,19,UG,6.8,68,80,52,74,3,1,3,3,2,18,1,"dance, debate, travel",healthcare,11,6,IT Specialist
2383,20,UG,7.4,56,65,63,55,3,1,2,2,4,15,0,writing,arts,12,10,MBA
2384,16,Grade 12,7.9,70,94,89,66,3,3,3,4,2,21,1,"history, debate",business,10,7,IT Specialist
2385,21,UG,5.0,81,60,64,55,4,3,4,1,2,25,0,"music, sports",arts,13,6,Finance Manager
2386,23,UG,9.2,69,77,58,85,2,3,2,1,4,23,0,"history, coding, painting",business,8,5,Engineering
2387,17,Grade 12,7.5,74,72,57,71,2,3,3,3,2,18,1,"research, debate",arts,8,3,Finance Manager
2388,17,Grade 12,10.0,71,99,78,59,3,3,1,3,3,22,1,"gaming, history",technology,10,9,MBA
2389,22,UG,6.6,92,82,55,100,1,2,1,4,3,17,1,"research, sports",business,16,8,Finance Manager
2390,16,Grade 12,7.4,66,66,71,68,2,3,3,3,3,12,1,gaming,technology,4,5,Medicine
2391,19,UG,6.7,65,80,62,50,3,2,3,2,3,18,0,"painting, finance, coding",arts,6,10,Data Scientist
2392,28,PG,8.9,79,75,66,84,3,3,2,2,2,26,1,"science, gaming",business,5,8,MBA
2393,22,UG,8.7,70,62,93,69,3,2,2,3,2,15,1,"music, history, science",technology,10,6,CA
2394,20,UG,10.0,81,77,84,60,3,3,3,3,3,5,0,"travel, writing",business,9,4,Finance Manager
2395,15,Grade 10,6.7,83,70,71,69,2,2,3,1,3,15,0,"history, travel, reading",technology,11,6,IT Specialist
2396,18,UG,7.3,81,79,98,95,1,5,2,3,1,5,1,"writing, science, history",technology,7,7,Finance Manager
2397,24,PG,7.9,75,75,88,59,3,4,3,4,4,17,1,reading,business,11,9,IT Specialist
2398,16,Grade 12,5.3,72,78,62,75,2,3,2,2,3,27,1,"sports, music",arts,12,6,Software Engineer
2399,14,Grade 10,8.6,84,82,81,57,5,2,3,2,4,25,1,music,technology,11,5,Software Engineer
2400,23,UG,8.0,59,82,66,50,2,1,2,2,3,25,1,reading,arts,12,8,CA
2401,16,Grade 12,5.9,67,77,50,82,4,1,1,3,2,19,1,"coding, music",business,10,6,Medicine
2402,19,UG,6.8,85,72,63,84,3,3,3,1,2,27,1,"music, research",arts,12,5,Data Scientist
2403,21,UG,5.8,72,74,67,73,2,3,2,3,3,15,1,"dance, finance, science",business,9,8,Engineering
2404,17,Grade 12,10.0,80,70,73,61,3,5,3,3,3,17,0,"dance, reading, sports",technology,3,6,Engineering
2405,14,Grade 10,7.6,56,81,67,60,3,4,4,5,2,18,0,"dance, science",technology,9,5,Software Engineer
2406,20,UG,6.4,77,57,78,70,2,1,2,2,2,23,1,"writing, coding, research",arts,10,10,Medicine
2407,20,UG,8.6,80,67,73,71,3,3,2,3,3,19,1,coding,healthcare,12,8,CA
2408,21,UG,6.5,78,56,75,74,1,2,3,1,2,20,0,"science, dance",technology,12,6,Lawyer
2409,21,UG,5.7,86,63,87,79,3,1,3,3,2,17,1,music,healthcare,8,3,Defence Persenal
2410,24,UG,6.3,63,74,72,53,1,3,3,2,2,21,0,"finance, sports",healthcare,10,6,IT Specialist
2411,13,Grade 10,7.9,97,70,70,75,2,2,2,3,2,17,1,"research, sports",healthcare,7,6,CA
2412,20,UG,7.0,65,69,67,77,5,2,2,3,3,30,1,painting,healthcare,8,4,Finance Manager
2413,16,Grade 12,9.2,69,64,67,55,2,2,3,2,3,15,0,sports,technology,10,10,Arts
2414,18,UG,7.4,71,66,57,56,2,2,1,5,2,26,1,science,business,4,4,Medicine
2415,19,UG,6.1,88,87,78,62,3,3,2,2,3,20,1,reading,healthcare,7,7,Lawyer
2416,23,PG,7.6,69,68,84,76,4,3,2,2,2,19,0,"history, coding",business,5,6,Engineering
2417,21,UG,6.9,59,70,64,64,5,3,4,1,2,24,1,"science, gaming, coding",technology,10,5,Arts
2418,17,Grade 12,5.0,51,83,74,66,3,2,2,3,3,29,0,reading,technology,9,6,IT Specialist
2419,16,Grade 12,7.6,52,95,88,89,4,1,3,4,1,23,0,"debate, dance",technology,17,8,CA
2420,25,UG,7.0,89,100,69,72,2,3,2,2,4,19,1,"sports, research",technology,7,7,Engineering
2421,27,UG,7.0,72,67,73,95,3,2,2,2,5,10,0,"finance, travel, research",arts,5,8,Medicine
2422,14,Grade 10,6.7,58,67,76,82,2,1,2,1,1,25,0,coding,arts,13,5,Software Engineer
2423,19,UG,6.2,85,70,68,50,4,2,3,3,4,12,0,"dance, travel, debate",business,5,10,Data Scientist
2424,23,UG,8.8,80,77,82,67,3,3,1,2,2,22,1,"music, dance, debate",healthcare,11,7,Defence Persenal
2425,20,UG,5.5,75,61,88,68,3,4,3,3,4,25,0,"writing, painting, debate",business,15,5,Defence Persenal
2426,16,Grade 12,8.6,88,61,70,68,3,3,1,2,3,21,1,"research, coding, sports",arts,8,7,Lawyer
2427,26,UG,5.0,76,92,90,80,3,1,3,5,3,20,1,"research, travel",business,6,8,IT Specialist
2428,13,Grade 10,9.4,79,72,71,75,4,3,4,2,2,18,0,"painting, history, music",technology,7,5,Data Scientist
2429,25,PG,8.3,78,77,73,57,3,3,2,1,2,16,0,"sports, dance, science",healthcare,11,7,Data Scientist
2430,20,UG,7.5,75,76,84,53,3,4,1,2,2,26,1,"gaming, dance",healthcare,3,7,Lawyer
2431,19,UG,9.0,83,78,51,67,1,2,4,3,3,15,0,"sports, painting, finance",technology,11,7,MBA
2432,22,UG,7.8,73,69,63,58,3,1,1,2,3,11,1,debate,technology,5,5,Finance Manager
2433,27,UG,6.9,68,56,65,68,3,3,1,2,2,21,1,"debate, dance",business,10,5,Arts
2434,16,Grade 12,8.4,76,73,74,68,3,4,3,1,3,30,0,"travel, coding",arts,7,5,Arts
2435,22,UG,9.1,76,87,75,83,2,2,2,2,3,24,1,"science, gaming",business,15,6,CA
2436,21,UG,8.8,89,88,70,66,1,1,2,3,2,24,1,"dance, coding",arts,11,8,Historian
2437,18,UG,8.0,81,76,81,76,4,3,2,3,2,31,0,"history, painting",technology,11,6,Historian
2438,17,Grade 12,5.8,83,69,68,93,2,4,2,1,2,20,0,dance,business,7,8,Software Engineer
2439,22,UG,6.2,71,65,73,55,4,2,2,2,3,19,1,dance,healthcare,11,8,CA
2440,13,Grade 10,8.6,98,83,57,68,2,4,3,3,1,13,0,"sports, music",business,5,5,MBA
2441,22,UG,6.0,83,73,53,67,3,2,2,4,2,18,0,"music, travel",arts,12,6,Lawyer
2442,24,UG,7.1,93,70,55,61,4,2,2,3,2,11,1,"travel, history",business,15,8,Data Scientist
2443,20,UG,8.0,57,75,81,54,2,2,1,2,2,18,0,"painting, writing, research",technology,10,5,Lawyer
2444,15,Grade 10,8.7,89,85,62,90,3,2,3,2,2,29,1,"research, science, debate",technology,11,8,CA
2445,20,UG,7.3,90,74,75,64,1,5,2,5,4,25,1,writing,arts,9,5,Defence Persenal
2446,18,UG,8.8,86,100,74,80,2,2,3,2,3,25,1,"debate, sports",arts,11,7,Finance Manager
2447,26,UG,7.7,67,79,50,63,2,3,3,3,2,6,1,"dance, research",business,3,8,Software Engineer
2448,18,UG,6.1,84,71,73,63,2,3,3,3,2,23,1,"gaming, writing",business,12,6,Defence Persenal
2449,21,UG,8.4,78,74,60,54,1,3,1,3,3,12,1,coding,technology,11,6,Historian
2450,23,PG,9.6,72,90,91,60,2,3,2,2,5,25,1,"music, dance, research",healthcare,6,8,IT Specialist
2451,21,UG,8.1,90,85,74,66,3,4,5,3,4,25,0,"music, history, reading",healthcare,4,7,Defence Persenal
2452,19,UG,9.3,77,77,53,60,3,2,2,3,2,17,1,"debate, travel, reading",arts,7,5,Defence Persenal
2453,25,PG,8.4,62,89,66,57,3,1,4,1,4,19,1,"coding, reading, gaming",business,9,7,Arts
2454,24,UG,6.0,59,67,70,62,3,3,1,3,4,17,0,"research, finance",arts,12,6,Lawyer
2455,25,UG,7.2,52,76,70,65,2,2,3,3,4,26,0,"sports, gaming",business,11,6,Software Engineer
2456,16,Grade 12,6.5,74,64,78,82,1,3,3,3,2,21,1,coding,healthcare,10,6,Historian
2457,15,Grade 10,7.9,58,80,85,71,2,1,2,2,3,5,0,"music, finance, history",technology,10,10,Medicine
2458,22,UG,8.8,70,67,66,72,1,2,3,4,2,28,1,painting,technology,9,7,Data Scientist
2459,20,UG,9.2,87,85,50,73,4,3,4,2,2,12,1,coding,arts,11,9,Data Scientist
2460,13,Grade 10,7.8,67,88,68,73,2,3,1,4,4,15,1,"writing, music",technology,17,3,Defence Persenal
2461,19,UG,5.9,100,79,81,90,3,1,2,3,3,20,1,"painting, reading, history",business,9,3,Engineering
2462,21,UG,8.5,78,96,97,76,3,2,3,1,4,7,1,dance,healthcare,9,4,Data Scientist
2463,22,UG,5.9,68,76,63,62,1,2,1,2,3,16,0,"research, travel",arts,9,8,Data Scientist
2464,20,UG,6.8,71,57,56,50,4,3,4,1,2,30,0,"gaming, finance",arts,11,10,Software Engineer
2465,16,Grade 12,8.3,74,87,83,85,2,2,4,3,2,9,0,"coding, finance, science",business,10,3,Medicine
2466,16,Grade 12,6.9,68,85,77,58,2,3,4,2,3,28,0,"music, dance",arts,5,8,Finance Manager
2467,22,UG,5.0,77,70,51,67,2,3,3,2,4,18,1,finance,business,9,6,Engineering
2468,23,UG,8.3,83,74,85,79,2,3,1,4,3,23,0,"science, coding, finance",healthcare,5,7,IT Specialist
2469,24,UG,5.0,69,88,78,68,3,2,2,2,2,25,0,"coding, writing, history",technology,6,10,Finance Manager
2470,14,Grade 10,6.2,65,77,75,75,1,2,2,3,3,16,1,"debate, reading, gaming",arts,3,3,Engineering
2471,24,UG,8.8,68,69,69,71,3,3,4,3,3,21,1,"dance, debate, coding",business,12,9,CA
2472,15,Grade 10,7.1,78,52,72,72,2,4,3,3,3,14,1,"travel, dance, history",business,4,9,Engineering
2473,19,UG,8.4,77,77,76,75,3,2,2,5,1,25,1,"writing, reading, dance",business,5,5,Data Scientist
2474,18,UG,7.4,70,70,78,77,3,2,1,4,3,21,1,"coding, gaming, research",business,11,8,Engineering
2475,16,Grade 12,8.5,68,78,84,82,1,2,1,1,3,11,1,"music, writing",arts,9,8,Finance Manager
2476,17,Grade 12,7.2,84,80,69,57,2,2,4,1,2,22,1,"history, gaming",business,11,5,Finance Manager
2477,19,UG,8.1,82,68,72,61,2,3,3,2,1,17,0,painting,healthcare,9,3,IT Specialist
2478,20,UG,8.4,55,72,78,78,3,3,3,2,2,15,1,"finance, painting",technology,9,7,Medicine
2479,18,UG,8.3,89,66,86,72,3,4,1,4,2,12,1,painting,technology,17,8,IT Specialist
2480,24,UG,7.2,76,62,65,81,2,3,3,3,3,33,0,"music, science, painting",technology,5,4,MBA
2481,18,UG,8.6,77,62,87,62,2,1,3,3,3,16,0,"science, finance, coding",arts,8,6,Data Scientist
2482,13,Grade 10,8.3,77,92,68,70,4,4,1,5,2,15,0,finance,healthcare,10,3,Data Scientist
2483,19,UG,7.8,55,66,72,92,3,3,1,2,3,20,0,"finance, reading",technology,11,6,MBA
2484,21,UG,8.4,81,70,69,70,2,1,1,2,2,19,0,"coding, sports, debate",arts,9,5,Medicine
2485,24,PG,6.9,81,89,63,57,2,3,4,4,5,26,0,"writing, gaming, debate",business,13,6,Medicine
2486,13,Grade 10,6.0,85,80,72,74,3,4,4,3,1,11,1,"debate, gaming, history",business,6,6,IT Specialist
2487,24,UG,9.2,76,73,51,61,3,4,4,1,1,23,0,"research, science",arts,9,9,CA
2488,19,UG,6.8,66,81,50,76,2,5,2,2,3,17,1,"sports, music",technology,7,6,Medicine
2489,21,UG,8.7,78,75,72,71,2,5,3,2,2,22,1,"gaming, history, debate",business,13,4,Arts
2490,13,Grade 10,6.9,88,80,83,58,3,2,2,4,4,12,0,"gaming, science",technology,13,4,MBA
2491,21,UG,6.1,88,73,81,74,3,2,1,3,2,17,1,"writing, music, history",healthcare,8,8,MBA
2492,22,UG,7.5,87,81,81,60,3,3,3,3,3,12,1,"science, music",arts,14,6,CA
2493,23,UG,6.3,85,62,60,79,3,2,4,3,3,34,1,music,business,8,3,Software Engineer
2494,18,UG,8.9,63,75,70,56,3,3,3,4,2,20,1,"history, science, finance",business,11,5,Defence Persenal
2495,16,Grade 12,8.6,75,69,68,82,3,3,2,2,2,32,1,"travel, writing, dance",business,8,3,MBA
2496,24,PG,7.1,84,59,78,81,2,3,4,3,3,14,1,"painting, debate, coding",arts,8,7,Engineering
2497,23,UG,7.1,65,69,81,62,2,2,3,3,2,24,1,"travel, finance, painting",healthcare,12,5,Software Engineer
2498,19,UG,7.3,78,67,69,77,1,1,2,4,3,14,0,"finance, debate, writing",technology,10,9,Lawyer
2499,16,Grade 12,6.9,77,78,64,61,5,3,2,3,2,26,1,"painting, coding, science",healthcare,6,4,Arts
2500,25,UG,8.8,72,85,88,50,2,3,3,2,4,12,0,travel,arts,7,7,Finance Manager
2501,22,UG,8.2,67,66,51,69,4,3,3,1,4,27,1,dance,arts,13,4,IT Specialist
2502,23,UG,8.4,78,73,64,88,2,3,2,2,4,22,0,"science, gaming, painting",business,7,4,Finance Manager
2503,19,UG,7.0,84,73,100,68,3,2,1,1,2,14,0,"research, travel, dance",technology,8,5,Arts
2504,17,Grade 12,8.1,61,79,62,73,2,3,4,3,2,7,1,"painting, writing",healthcare,4,5,MBA
2505,14,Grade 10,6.9,74,89,66,82,3,3,3,3,1,22,0,"research, sports, reading",technology,15,4,Finance Manager
2506,23,UG,7.5,98,71,53,56,3,3,2,2,3,21,1,reading,technology,14,7,Medicine
2507,22,UG,6.8,78,69,51,73,1,4,1,2,4,21,1,"gaming, writing, science",technology,11,6,Defence Persenal
2508,22,UG,8.0,79,78,52,71,3,3,3,2,1,20,1,"research, dance",healthcare,10,7,Engineering
2509,25,UG,7.0,82,90,71,59,3,1,2,4,3,15,1,reading,arts,10,6,Lawyer
2510,23,PG,5.7,73,93,77,73,3,4,3,1,3,15,0,"debate, science, finance",technology,10,7,CA
2511,19,UG,9.9,53,84,71,61,4,4,4,3,2,23,0,"research, dance, coding",technology,12,5,Defence Persenal
2512,22,UG,6.3,75,78,100,61,3,2,1,3,4,16,0,travel,technology,10,7,Arts
2513,17,Grade 12,6.9,72,80,70,50,3,1,2,4,3,30,0,"travel, dance",business,10,6,Data Scientist
2514,24,UG,8.2,59,58,88,92,4,2,2,3,3,15,0,"writing, sports",arts,7,3,Data Scientist
2515,19,UG,6.7,83,82,57,97,3,2,3,2,1,17,1,"science, gaming",healthcare,10,8,Historian
2516,21,UG,6.8,82,78,73,74,2,1,3,3,2,22,1,"sports, science",business,10,5,Defence Persenal
2517,23,PG,6.3,88,77,64,65,4,2,2,3,1,22,0,"painting, sports, coding",business,4,5,Data Scientist
2518,17,Grade 12,6.7,94,76,86,88,2,3,2,1,4,31,0,"gaming, coding, music",arts,3,5,Lawyer
2519,27,PG,6.8,98,88,58,69,1,2,4,3,2,16,1,"writing, dance",technology,3,6,Arts
2520,28,PG,6.4,65,74,72,65,1,3,2,3,3,12,0,"coding, writing",arts,8,5,Medicine
2521,23,UG,6.8,89,73,74,50,3,3,3,3,1,27,1,"gaming, history, sports",technology,7,9,Data Scientist
2522,25,UG,6.1,87,93,72,76,3,3,4,1,1,25,0,gaming,business,5,8,Defence Persenal
2523,24,PG,7.2,76,76,79,56,3,3,3,1,2,19,1,"coding, gaming",business,9,9,Lawyer
2524,15,Grade 10,7.1,71,70,74,56,2,2,3,3,3,39,1,dance,business,13,6,Data Scientist
2525,18,UG,7.3,70,82,61,91,3,4,2,4,3,26,1,coding,technology,14,5,Finance Manager
2526,24,PG,10.0,88,66,65,50,2,3,2,3,2,17,1,"painting, science",technology,6,6,Finance Manager
