id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
4139,22,UG,8.6,77,80,97,79,4,4,2,2,3,24,1,"painting, finance",arts,8,6,Defence Persenal
4140,24,UG,9.1,86,53,61,50,1,3,3,2,2,25,0,"science, music",arts,7,8,Arts
4141,20,UG,8.9,83,78,64,69,4,3,1,1,2,16,0,reading,technology,9,6,Data Scientist
4142,26,PG,8.9,73,63,59,62,2,1,1,3,2,21,1,travel,business,8,8,Engineering
4143,25,PG,6.9,74,73,89,85,3,2,3,2,2,24,0,science,business,13,7,Software Engineer
4144,14,Grade 10,8.8,59,64,83,77,4,3,1,4,3,33,1,travel,technology,7,6,CA
4145,18,UG,7.6,85,56,84,79,3,3,3,2,2,20,0,"finance, history",business,9,9,CA
4146,19,UG,8.6,89,88,62,80,1,2,3,3,2,20,1,"gaming, coding",business,11,7,Data Scientist
4147,23,PG,7.3,60,82,71,94,3,3,2,4,1,30,1,painting,healthcare,11,8,IT Specialist
4148,18,UG,6.8,82,70,82,67,1,3,3,3,3,26,1,"dance, finance",arts,9,8,MBA
4149,24,PG,8.2,58,66,81,67,3,2,2,1,1,13,0,"travel, research",healthcare,8,7,Data Scientist
4150,21,UG,7.9,80,81,69,78,2,3,1,3,2,17,0,"gaming, history",technology,11,10,Lawyer
4151,24,PG,9.4,53,81,83,69,1,2,2,3,2,25,1,"gaming, history, sports",technology,3,7,IT Specialist
4152,21,UG,7.3,73,50,61,73,4,4,3,2,2,21,0,"research, gaming, painting",healthcare,8,5,Medicine
4153,21,UG,7.1,82,77,69,77,4,3,3,2,4,13,1,dance,healthcare,8,7,Arts
4154,22,UG,5.7,60,74,59,61,1,4,2,2,1,22,0,"science, writing",arts,7,10,Historian
4155,19,UG,6.6,86,65,71,60,2,2,3,2,3,17,1,"science, dance, painting",healthcare,10,5,Finance Manager
4156,20,UG,6.2,78,79,68,84,1,3,1,2,2,17,0,"painting, travel, research",healthcare,11,6,Software Engineer
4157,17,Grade 12,6.6,56,82,58,85,1,1,2,3,2,20,1,"dance, sports",arts,8,6,Finance Manager
4158,24,PG,9.3,82,82,78,52,3,3,3,3,1,7,0,"science, dance, painting",healthcare,8,3,Engineering
4159,18,UG,8.7,83,96,73,53,3,2,4,3,3,29,1,"sports, dance, gaming",healthcare,9,5,Finance Manager
4160,13,Grade 10,5.9,71,70,60,71,1,2,2,3,1,16,1,"writing, history, research",technology,10,8,IT Specialist
4161,16,Grade 12,8.9,64,67,70,73,2,2,2,2,1,20,0,"research, sports, coding",technology,13,8,MBA
4162,30,PG,7.6,70,60,77,66,2,3,3,1,4,11,1,"dance, debate",technology,12,5,Lawyer
4163,18,UG,7.5,84,65,79,89,2,3,2,3,3,6,0,"writing, travel",arts,12,6,Data Scientist
4164,23,PG,7.1,81,64,54,76,2,3,2,3,5,18,1,music,arts,13,5,Medicine
4165,21,UG,6.7,80,71,77,66,3,2,3,1,3,33,0,travel,healthcare,12,4,Software Engineer
4166,24,UG,7.3,100,85,50,66,3,3,2,3,1,12,1,"coding, dance",technology,4,7,Software Engineer
4167,19,UG,10.0,70,93,70,67,3,2,3,1,3,12,1,history,healthcare,9,10,Lawyer
4168,15,Grade 10,8.9,82,61,71,60,1,4,3,2,2,16,1,gaming,healthcare,13,8,IT Specialist
4169,20,UG,10.0,71,78,76,50,4,3,2,3,2,13,1,"science, history, research",business,6,8,Lawyer
4170,22,UG,7.8,62,61,50,87,4,3,3,4,3,21,1,"science, sports",arts,6,3,CA
4171,17,Grade 12,6.9,75,69,53,68,3,2,1,4,3,7,1,"science, coding, finance",arts,11,3,Finance Manager
4172,24,PG,7.9,50,67,51,65,3,2,2,1,2,12,0,"finance, painting, music",technology,8,6,IT Specialist
4173,18,UG,7.9,75,78,54,66,3,4,2,2,3,16,0,"sports, finance",arts,13,7,Engineering
4174,21,UG,7.7,65,79,58,74,2,3,1,2,3,28,0,"history, travel, dance",technology,14,9,Lawyer
4175,14,Grade 10,7.2,55,72,74,88,1,2,2,4,2,23,0,"painting, history",arts,8,6,Historian
4176,14,Grade 10,7.4,72,61,59,50,3,3,3,1,3,11,1,"gaming, writing",healthcare,7,6,MBA
4177,19,UG,8.7,85,80,77,93,3,2,2,4,2,23,1,"finance, research",business,8,5,Finance Manager
4178,27,PG,7.9,70,79,77,65,2,1,3,3,2,14,0,"science, sports",technology,14,8,Defence Persenal
4179,23,PG,8.2,80,85,76,74,1,3,3,4,3,18,0,finance,business,7,7,Data Scientist
4180,18,UG,7.9,65,54,92,76,2,1,2,3,2,26,0,"gaming, coding",business,9,8,Finance Manager
4181,18,UG,9.1,62,64,100,92,3,1,3,3,2,17,1,finance,business,12,8,Data Scientist
4182,24,UG,8.5,72,64,82,61,3,1,2,1,2,17,0,research,technology,12,6,Defence Persenal
4183,20,UG,7.3,64,56,61,71,2,4,2,3,4,12,1,"dance, debate",healthcare,15,7,Finance Manager
4184,16,Grade 12,7.9,69,87,73,55,2,3,1,1,3,17,0,finance,technology,10,7,Medicine
4185,16,Grade 12,8.3,59,93,82,76,2,3,3,4,2,22,1,"writing, reading",technology,12,5,Medicine
4186,18,UG,8.1,80,87,56,82,2,2,2,4,2,28,1,"music, travel, dance",arts,14,8,Engineering
4187,22,UG,6.0,69,79,65,75,5,2,2,3,2,25,1,"travel, reading, painting",business,10,7,Finance Manager
4188,20,UG,8.6,91,73,61,61,4,2,4,2,4,28,1,finance,technology,8,6,CA
4189,20,UG,6.0,66,70,90,69,3,3,3,2,3,19,1,finance,business,7,8,Software Engineer
4190,20,UG,6.7,75,79,75,56,3,3,3,3,1,20,1,"sports, research, history",arts,13,10,Medicine
4191,20,UG,6.8,62,76,97,59,2,2,4,2,2,20,1,coding,healthcare,9,6,Medicine
4192,26,PG,6.3,67,73,66,77,2,2,3,3,1,19,1,"history, reading",healthcare,15,8,Engineering
4193,19,UG,7.7,72,70,70,53,1,4,2,3,1,12,0,"science, travel",business,8,9,IT Specialist
4194,22,UG,7.0,71,85,69,60,3,1,3,2,2,17,1,"music, dance, gaming",arts,10,6,Data Scientist
4195,20,UG,8.6,71,79,83,84,3,3,2,4,3,20,1,"research, gaming, finance",business,9,7,Software Engineer
4196,23,UG,8.2,84,63,78,74,2,3,2,3,1,21,1,"science, reading, writing",healthcare,10,5,Medicine
4197,17,Grade 12,6.5,84,93,66,66,4,1,3,3,3,17,1,reading,healthcare,12,6,Lawyer
4198,19,UG,8.1,82,59,66,63,4,3,1,3,1,29,1,"reading, dance, history",arts,5,6,Finance Manager
4199,17,Grade 12,7.6,78,76,74,92,1,1,2,3,3,19,1,research,technology,8,9,MBA
4200,21,UG,8.0,70,71,78,83,4,2,1,4,2,15,0,"writing, sports",business,5,10,Data Scientist
4201,18,UG,5.9,65,65,54,67,3,2,2,2,3,22,0,"gaming, travel",healthcare,12,6,Arts
4202,19,UG,7.8,73,82,100,75,3,3,4,2,2,26,1,finance,arts,10,8,Finance Manager
4203,20,UG,9.8,73,60,78,80,2,2,2,1,2,17,1,"research, finance, history",arts,8,10,Historian
4204,16,Grade 12,8.3,97,75,60,59,2,2,2,1,4,17,0,"writing, history",business,12,9,Medicine
4205,22,UG,7.1,66,65,82,71,3,3,4,3,4,28,0,painting,business,7,5,Historian
4206,19,UG,8.8,91,77,73,82,3,2,3,3,2,27,1,sports,healthcare,6,7,Finance Manager
4207,13,Grade 10,7.3,75,66,82,79,1,3,4,3,4,14,1,"sports, travel",technology,9,4,Medicine
4208,25,UG,8.7,89,79,68,79,3,4,3,4,3,25,0,music,business,9,6,Data Scientist
4209,17,Grade 12,8.7,59,80,66,66,3,1,1,1,2,21,1,reading,healthcare,8,5,MBA
4210,21,UG,8.8,81,68,50,75,2,2,2,2,3,12,1,"science, history",business,11,3,Lawyer
4211,19,UG,7.3,67,77,69,74,1,2,2,4,3,16,1,debate,technology,10,6,Software Engineer
4212,15,Grade 10,10.0,70,77,64,77,4,3,3,2,2,30,0,"writing, travel",arts,13,8,MBA
4213,22,UG,6.4,87,70,75,50,3,1,2,1,1,17,1,coding,technology,8,8,MBA
4214,18,UG,5.0,77,90,75,59,3,2,1,3,4,16,1,"coding, dance, debate",technology,10,9,IT Specialist
4215,19,UG,7.9,74,70,53,62,1,2,3,4,1,16,0,"history, research, writing",technology,8,10,Software Engineer
4216,25,PG,9.2,85,92,74,57,2,2,3,2,3,13,0,"debate, painting",arts,12,6,Engineering
4217,20,UG,9.2,81,81,57,68,2,2,3,3,1,14,0,"science, reading",technology,9,6,Lawyer
4218,16,Grade 12,10.0,92,67,74,65,3,4,5,4,2,22,1,"coding, science",healthcare,7,8,Engineering
4219,23,PG,7.4,63,75,66,81,2,3,4,3,2,21,1,dance,technology,10,7,CA
4220,18,UG,8.1,67,76,69,61,2,4,3,5,4,10,1,"music, coding, travel",healthcare,5,10,Engineering
4221,18,UG,7.3,85,87,74,68,4,2,2,3,3,18,1,"debate, travel",healthcare,13,6,Historian
4222,13,Grade 10,7.4,50,62,67,71,3,2,4,2,2,23,0,"painting, writing, music",arts,10,6,Historian
4223,29,PG,7.4,74,55,77,59,2,2,1,1,2,24,1,coding,business,12,8,Engineering
4224,23,UG,5.8,81,83,73,68,1,2,2,3,3,10,0,"music, painting, gaming",business,11,10,Engineering
4225,16,Grade 12,8.6,68,75,76,84,4,3,3,4,3,25,0,"research, dance",business,6,8,Data Scientist
4226,16,Grade 12,6.1,53,61,64,89,2,2,2,3,3,20,0,"reading, science",arts,9,6,Lawyer
4227,21,UG,6.2,70,81,62,73,2,2,4,2,3,14,0,"finance, music",arts,14,5,Engineering
4228,22,UG,9.3,93,82,55,89,1,3,3,3,3,14,1,sports,healthcare,7,3,Software Engineer
4229,21,UG,8.0,62,81,67,68,1,3,2,3,3,18,1,"dance, history, music",healthcare,9,3,Finance Manager
4230,14,Grade 10,7.2,79,59,66,54,4,3,3,2,3,18,1,gaming,technology,6,9,Data Scientist
4231,14,Grade 10,7.8,68,89,85,76,1,2,1,2,3,23,1,coding,technology,8,5,IT Specialist
4232,13,Grade 10,6.8,75,83,68,85,2,2,2,2,2,14,0,"research, gaming, debate",healthcare,10,7,Historian
4233,13,Grade 10,7.2,70,65,62,80,2,3,2,3,3,20,1,"history, debate",arts,14,4,Arts
4234,14,Grade 10,7.0,86,67,77,71,1,2,2,3,4,22,1,research,technology,13,5,MBA
4235,27,PG,7.5,79,77,82,55,3,2,4,1,4,16,1,writing,technology,16,10,Historian
4236,17,Grade 12,8.9,75,88,70,56,1,3,3,3,2,13,1,"science, history, debate",healthcare,15,3,Medicine
4237,16,Grade 12,9.9,69,76,73,62,2,2,3,2,1,19,1,"reading, history",technology,11,7,Historian
4238,15,Grade 10,9.5,69,67,82,60,3,4,2,3,4,16,1,"finance, reading",business,6,3,Data Scientist
4239,17,Grade 12,6.2,79,78,69,65,3,3,3,2,3,26,1,gaming,business,9,6,Historian
4240,24,PG,7.8,71,87,51,63,2,4,3,5,5,20,0,"painting, research",technology,7,5,Data Scientist
4241,22,UG,6.6,79,79,80,72,3,3,3,2,3,17,0,"finance, history, travel",business,6,10,Defence Persenal
4242,24,UG,5.2,69,70,53,62,3,4,2,3,2,14,0,"debate, reading",healthcare,9,7,Defence Persenal
4243,14,Grade 10,5.7,77,67,69,57,2,4,3,1,3,7,0,reading,healthcare,15,7,Lawyer
4244,21,UG,7.7,89,71,64,58,4,4,3,2,2,6,1,finance,arts,10,5,MBA
4245,26,PG,8.6,64,78,66,81,2,3,1,3,3,26,0,"writing, gaming, travel",business,10,6,Medicine
4246,18,UG,9.4,86,58,77,74,3,3,2,2,2,24,1,science,healthcare,6,7,Engineering
4247,19,UG,7.2,93,77,77,64,3,3,1,1,2,18,0,"history, dance, painting",technology,11,5,MBA
4248,18,UG,7.4,84,79,64,88,4,2,4,4,2,13,0,"music, history",business,7,9,Engineering
4249,18,UG,6.3,63,75,60,68,2,3,2,3,2,24,1,"writing, science, debate",healthcare,6,9,Finance Manager
4250,18,UG,6.9,61,88,78,52,3,3,3,3,4,17,1,"research, history",arts,8,4,Data Scientist
4251,23,PG,8.6,66,69,83,50,1,5,2,3,3,20,1,"science, sports",technology,8,7,Historian
4252,22,UG,6.0,85,80,77,87,2,2,4,1,2,25,1,"debate, history",business,11,7,Engineering
4253,18,UG,8.0,88,82,50,87,2,4,2,2,3,15,1,"sports, painting",healthcare,9,7,IT Specialist
4254,25,PG,8.8,60,71,90,81,3,3,3,3,2,18,0,"travel, debate",technology,12,8,IT Specialist
4255,17,Grade 12,7.2,99,75,57,84,4,1,2,4,4,11,1,finance,healthcare,6,5,MBA
4256,13,Grade 10,9.0,81,72,86,76,1,1,3,3,4,14,1,"music, finance",healthcare,14,7,Lawyer
4257,17,Grade 12,6.9,94,65,84,55,2,1,1,2,3,14,1,"finance, coding, sports",arts,18,6,Defence Persenal
4258,20,UG,9.2,70,86,58,55,2,4,3,3,3,25,0,"science, painting",healthcare,7,5,Software Engineer
4259,14,Grade 10,9.0,69,74,64,59,1,3,2,1,2,12,0,history,technology,18,10,Arts
4260,26,PG,9.5,84,72,56,62,4,3,2,1,4,23,1,music,arts,8,6,Arts
4261,20,UG,8.4,59,89,87,67,2,4,3,2,2,20,0,"dance, coding",technology,11,8,IT Specialist
4262,22,UG,8.4,80,69,52,96,3,3,2,1,2,10,0,"history, dance",healthcare,11,6,Engineering
4263,30,PG,7.5,60,81,76,88,1,3,1,4,3,17,1,"writing, finance",technology,4,9,CA
4264,24,PG,9.2,84,91,71,79,3,3,2,3,1,17,0,"research, coding",technology,12,6,MBA
4265,17,Grade 12,7.2,70,66,56,51,2,4,2,3,3,17,0,"sports, history, painting",business,7,7,Arts
4266,20,UG,5.0,65,81,65,54,2,3,3,4,1,18,1,"finance, painting",arts,10,5,Software Engineer
4267,16,Grade 12,6.8,79,60,55,73,1,1,2,3,2,21,1,"painting, gaming, music",arts,7,7,Historian
4268,21,UG,9.5,70,81,54,84,2,3,3,2,3,20,0,"travel, research, history",business,4,3,Data Scientist
4269,22,UG,7.2,58,91,62,82,2,4,2,3,2,15,1,"dance, science, travel",technology,16,6,Data Scientist
4270,14,Grade 10,7.1,84,77,90,74,2,2,4,3,3,16,0,history,business,9,8,IT Specialist
4271,19,UG,7.3,72,73,57,81,2,3,3,4,1,24,1,"writing, sports, coding",arts,13,10,MBA
4272,22,UG,6.4,75,74,89,64,1,2,2,4,3,19,1,"painting, gaming, dance",arts,5,5,MBA
4273,15,Grade 10,6.0,79,80,72,86,3,2,2,2,4,25,1,"dance, science, music",arts,11,5,Lawyer
4274,21,UG,6.6,80,65,78,62,5,3,3,2,3,25,1,"painting, research",technology,10,8,Historian
4275,26,UG,7.8,68,65,85,80,3,2,5,3,2,7,0,coding,business,6,5,Medicine
4276,16,Grade 12,8.6,65,80,64,68,2,1,3,3,4,15,1,"travel, reading, dance",arts,13,6,Data Scientist
4277,18,UG,7.1,80,79,54,87,1,2,4,4,3,32,1,research,arts,12,3,Finance Manager
4278,19,UG,7.3,75,70,56,71,3,2,4,2,2,14,1,"music, painting, research",arts,9,7,Lawyer
4279,19,UG,7.7,79,57,80,54,1,3,2,2,2,26,1,"research, sports, reading",arts,4,6,MBA
4280,13,Grade 10,8.2,65,60,84,77,3,4,5,2,3,20,0,"sports, dance, research",healthcare,7,6,Historian
4281,13,Grade 10,8.3,79,67,76,74,3,4,2,3,2,22,1,"writing, music, debate",healthcare,7,10,IT Specialist
4282,21,UG,9.3,93,84,100,73,2,1,1,4,3,23,1,"science, travel, gaming",healthcare,9,7,Arts
4283,24,UG,8.1,68,87,67,63,2,2,2,2,3,22,1,"gaming, coding",arts,7,5,Engineering
4284,17,Grade 12,5.8,69,80,58,79,3,3,3,2,1,24,0,science,healthcare,10,4,Data Scientist
4285,18,UG,6.8,64,68,74,68,4,2,2,3,2,17,1,"debate, painting, gaming",business,8,9,Software Engineer
4286,19,UG,6.3,65,77,76,68,1,3,2,4,3,19,1,reading,healthcare,9,7,Lawyer
4287,24,UG,6.9,66,69,74,50,2,4,2,2,2,20,0,"music, travel",arts,14,6,CA
4288,23,PG,8.7,57,62,68,61,2,3,4,2,1,19,1,"music, travel",business,8,5,Engineering
4289,14,Grade 10,8.1,73,82,71,76,3,1,3,2,2,21,1,"science, travel, dance",business,9,9,Lawyer
4290,25,UG,8.7,66,88,59,66,2,3,3,2,3,16,0,history,technology,7,10,CA
4291,17,Grade 12,5.9,65,83,58,64,3,1,3,2,4,17,1,finance,arts,8,6,Data Scientist
4292,22,UG,10.0,68,94,52,60,4,3,4,3,1,20,0,"debate, reading, dance",arts,9,7,IT Specialist
4293,16,Grade 12,9.5,65,72,68,64,2,2,2,3,4,19,1,"writing, travel",healthcare,12,4,MBA
4294,25,UG,6.7,83,71,77,87,3,3,2,2,4,22,0,dance,arts,7,8,Lawyer
4295,22,UG,8.2,76,56,68,65,3,3,1,2,1,15,0,"sports, history, reading",arts,3,4,Software Engineer
4296,15,Grade 10,7.1,81,66,81,78,2,3,1,1,3,17,1,gaming,technology,12,10,Engineering
4297,17,Grade 12,7.3,56,81,66,72,2,4,2,3,2,10,0,"writing, history, debate",arts,9,7,IT Specialist
4298,13,Grade 10,7.6,80,84,69,84,2,4,3,3,3,29,1,"travel, science, dance",healthcare,7,7,Arts
4299,17,Grade 12,8.0,83,81,84,76,3,2,4,1,3,12,1,"painting, music, science",technology,8,7,Engineering
4300,23,PG,8.7,58,71,50,81,4,3,1,2,2,22,0,"sports, gaming, music",technology,7,5,Medicine
4301,25,PG,9.3,77,84,76,81,3,2,2,2,2,28,1,gaming,arts,10,6,Finance Manager
4302,18,UG,9.6,89,69,69,79,3,1,2,2,3,11,0,research,business,12,4,Medicine
4303,16,Grade 12,8.1,77,65,57,68,1,3,1,2,3,18,1,"sports, travel, science",business,11,9,Engineering
4304,23,PG,9.3,50,88,59,81,5,2,1,3,3,23,0,"dance, science, research",arts,11,8,IT Specialist
4305,24,UG,7.5,78,84,52,63,2,2,1,3,2,20,1,"gaming, travel",business,5,5,CA
4306,19,UG,5.8,74,85,73,81,3,2,2,2,4,18,1,"writing, reading, debate",arts,8,6,Finance Manager
4307,18,UG,8.1,84,82,61,68,2,2,3,3,4,7,0,debate,healthcare,10,6,Engineering
4308,20,UG,9.5,57,81,74,71,2,3,4,3,4,23,1,"research, finance",technology,11,7,Engineering
4309,30,PG,7.4,78,82,68,75,3,4,3,4,2,10,0,"research, reading, debate",technology,8,7,CA
4310,25,UG,8.3,70,76,66,76,3,2,3,2,2,18,1,"gaming, science",healthcare,7,9,Finance Manager
4311,20,UG,6.6,59,86,91,61,1,2,3,4,1,16,1,research,business,10,9,Arts
4312,24,UG,7.8,80,76,67,64,3,3,4,4,2,11,0,"writing, dance, history",healthcare,11,4,Historian
4313,20,UG,5.5,61,66,89,58,2,2,5,4,4,16,0,gaming,business,8,6,IT Specialist
4314,17,Grade 12,8.2,63,71,58,79,2,1,1,3,3,23,1,history,arts,12,5,IT Specialist
4315,21,UG,7.2,85,80,55,59,1,2,5,2,2,25,1,science,healthcare,9,10,Defence Persenal
4316,20,UG,6.2,63,90,78,89,2,4,2,3,5,18,1,"writing, dance, history",healthcare,5,9,Lawyer
4317,18,UG,5.8,98,88,68,89,3,2,2,3,1,20,1,"history, writing",business,6,4,MBA
4318,19,UG,9.2,64,78,71,57,3,4,2,3,4,13,1,finance,healthcare,12,7,Engineering
4319,15,Grade 10,7.8,73,79,52,61,2,1,3,2,2,23,1,"history, science, painting",arts,9,6,Arts
4320,17,Grade 12,6.8,73,74,83,84,4,2,2,5,2,12,1,writing,business,12,5,Arts
4321,27,PG,7.2,81,98,74,70,2,3,3,1,4,21,1,"science, research, coding",arts,7,4,Finance Manager
4322,24,PG,7.0,87,99,86,60,4,3,2,2,1,19,0,"debate, finance",business,9,6,MBA
4323,22,UG,7.3,71,85,63,65,1,2,4,3,2,12,1,"coding, history",arts,9,7,MBA
4324,18,UG,7.5,80,58,50,100,3,4,3,1,4,27,0,"music, dance",business,5,8,Engineering
4325,16,Grade 12,8.6,50,68,50,58,1,1,3,4,4,26,1,"writing, debate, research",healthcare,14,4,Finance Manager
4326,23,UG,8.6,54,79,73,87,3,3,3,2,3,23,1,"travel, finance, debate",technology,11,7,IT Specialist
4327,17,Grade 12,6.2,78,85,64,66,3,3,2,1,4,23,1,"science, research",healthcare,9,7,Software Engineer
4328,25,UG,6.7,71,94,54,54,2,1,3,3,2,18,0,"research, writing",arts,6,5,Lawyer
4329,19,UG,8.2,81,77,87,61,1,4,2,2,5,27,1,"reading, science",business,6,8,Arts
4330,17,Grade 12,8.0,75,86,70,68,5,3,1,3,2,25,0,"science, travel, research",healthcare,3,6,Medicine
4331,17,Grade 12,6.7,84,88,81,69,2,1,2,3,2,25,1,"music, sports, research",healthcare,12,10,Medicine
4332,20,UG,10.0,86,85,62,66,4,3,3,1,5,18,1,"music, history",healthcare,15,6,Engineering
4333,13,Grade 10,6.5,66,62,52,80,2,3,2,3,3,28,1,travel,business,11,7,Engineering
4334,29,UG,8.0,96,55,79,58,2,4,4,4,4,29,0,"painting, debate, dance",arts,8,6,Defence Persenal
4335,19,UG,8.2,80,85,71,81,3,3,4,4,2,26,0,gaming,business,10,4,Software Engineer
4336,27,PG,5.5,81,72,59,52,2,2,4,4,3,27,1,travel,healthcare,9,5,Engineering
4337,17,Grade 12,6.4,90,78,71,72,3,1,3,4,3,22,1,"gaming, sports, science",healthcare,10,7,IT Specialist
4338,18,UG,5.8,67,89,100,91,2,2,4,2,3,9,0,"travel, music, history",technology,7,5,CA
4339,19,UG,6.8,95,64,63,92,4,3,2,1,1,16,0,history,technology,12,9,Data Scientist
4340,24,PG,5.0,70,66,62,63,1,2,3,2,3,13,0,music,healthcare,11,5,CA
4341,22,UG,6.2,75,76,79,76,4,1,3,3,2,27,1,"science, gaming",arts,9,7,Defence Persenal
4342,18,UG,8.9,93,75,70,53,2,4,1,2,3,23,0,"finance, coding, sports",healthcare,11,7,Defence Persenal
4343,16,Grade 12,9.2,62,78,64,69,3,4,2,3,2,16,1,science,arts,15,8,IT Specialist
4344,17,Grade 12,8.1,50,79,100,78,3,3,3,2,3,12,1,reading,technology,10,6,Finance Manager
4345,21,UG,8.6,62,67,50,76,1,2,3,2,2,23,0,painting,arts,5,8,Data Scientist
4346,20,UG,7.1,53,87,85,65,3,3,1,1,1,23,0,"debate, coding, writing",business,12,8,MBA
4347,22,UG,5.0,68,69,64,53,3,2,2,2,2,23,0,research,arts,3,7,Data Scientist
4348,26,PG,8.3,71,82,81,62,4,2,1,1,1,26,1,"travel, research, gaming",arts,15,7,Engineering
4349,13,Grade 10,7.2,72,85,68,80,2,3,3,3,2,27,0,finance,business,13,5,Historian
4350,25,PG,7.8,72,60,77,89,2,3,2,2,1,10,1,"science, dance",business,16,3,Historian
4351,23,PG,7.4,75,77,56,51,2,4,4,4,2,11,1,"debate, writing, finance",business,9,4,Data Scientist
4352,23,PG,7.9,54,65,64,66,3,4,2,2,3,30,1,"sports, travel",business,6,3,CA
4353,16,Grade 12,7.8,84,92,80,65,2,2,2,1,4,8,1,"writing, coding, painting",arts,8,7,Finance Manager
4354,13,Grade 10,6.5,84,67,64,67,1,2,2,4,2,26,0,"debate, history",healthcare,14,8,Software Engineer
4355,24,PG,10.0,66,82,67,53,3,2,3,1,2,25,0,"debate, music, sports",technology,6,6,Lawyer
4356,19,UG,7.1,59,76,60,58,2,2,2,3,2,24,1,"science, reading",business,10,10,Historian
4357,24,UG,7.3,67,85,86,78,4,3,2,3,2,13,0,"sports, research, debate",arts,13,6,Medicine
4358,15,Grade 10,5.9,65,50,79,89,4,2,2,3,2,24,1,history,healthcare,9,6,Arts
4359,18,UG,7.9,83,53,75,70,2,1,2,3,2,12,0,"history, music, finance",business,15,6,Defence Persenal
4360,24,UG,6.6,83,64,68,86,2,2,1,2,3,14,0,"debate, painting",healthcare,11,10,Lawyer
4361,20,UG,7.3,82,50,70,59,3,3,1,3,1,19,1,history,arts,9,6,Engineering
4362,20,UG,6.2,70,75,57,78,3,2,2,2,4,23,1,"music, finance, debate",technology,8,8,IT Specialist
4363,22,UG,7.7,82,50,75,70,2,3,1,3,4,17,0,"dance, painting",healthcare,8,7,Finance Manager
4364,19,UG,8.4,90,67,60,64,1,3,3,3,3,14,1,travel,arts,8,10,Engineering
4365,17,Grade 12,6.7,65,85,78,54,3,1,2,4,3,32,0,finance,business,7,5,Arts
4366,23,UG,7.1,60,62,62,66,3,1,2,4,3,20,0,"sports, science",business,3,7,CA
4367,19,UG,8.4,73,74,65,85,3,4,3,2,3,16,1,"sports, gaming",technology,11,9,IT Specialist
4368,20,UG,8.3,80,67,50,80,3,2,1,3,2,13,0,"dance, music",arts,13,5,Arts
4369,19,UG,7.4,88,65,84,69,3,1,2,2,1,11,1,"finance, research",business,9,9,CA
4370,16,Grade 12,10.0,56,89,91,68,3,3,4,2,1,13,1,"travel, music",arts,17,5,MBA
4371,15,Grade 10,6.6,71,100,62,72,3,3,2,3,1,21,1,"music, writing, painting",business,11,8,Historian
4372,14,Grade 10,7.3,78,88,64,69,5,3,2,2,1,29,1,"writing, finance, debate",healthcare,11,5,Defence Persenal
4373,18,UG,7.9,58,77,58,57,2,3,2,1,2,18,0,finance,business,10,7,Arts
4374,25,PG,7.1,77,70,100,50,4,2,3,2,2,16,0,"dance, painting",arts,9,8,Arts
4375,25,UG,7.9,87,66,75,66,3,3,1,4,4,14,1,"dance, research, sports",healthcare,9,3,Historian
4376,15,Grade 10,7.9,90,85,72,58,3,1,4,2,3,10,1,"travel, reading",healthcare,6,10,IT Specialist
4377,24,UG,9.5,69,100,64,57,1,2,3,3,3,9,1,writing,healthcare,14,5,Lawyer
4378,20,UG,6.7,84,66,75,52,1,1,3,3,2,19,1,science,technology,16,9,Arts
4379,19,UG,7.8,77,77,89,67,2,1,2,3,3,21,1,"sports, painting",healthcare,7,5,Historian
4380,17,Grade 12,6.5,63,71,63,76,4,1,4,2,2,24,1,"dance, research",arts,8,10,Medicine
4381,13,Grade 10,7.4,85,73,72,92,2,3,3,4,3,30,1,painting,business,13,5,Data Scientist
4382,20,UG,6.4,83,60,74,78,1,3,1,3,3,19,1,writing,business,9,7,Software Engineer
4383,18,UG,5.5,87,71,72,60,3,1,3,5,3,20,0,painting,business,8,6,Lawyer
4384,15,Grade 10,5.5,65,87,50,65,3,1,3,2,3,10,1,"painting, coding, history",healthcare,14,6,CA
4385,16,Grade 12,5.7,58,90,66,84,3,2,1,2,2,23,1,"science, research, finance",healthcare,12,4,Medicine
4386,14,Grade 10,7.0,78,88,63,62,4,2,3,4,3,20,0,"debate, writing",business,7,8,IT Specialist
4387,17,Grade 12,5.9,60,66,76,50,2,1,1,1,3,20,1,coding,healthcare,7,7,Arts
4388,21,UG,8.5,83,84,73,50,2,2,3,3,1,25,0,painting,technology,6,6,MBA
4389,20,UG,6.0,62,76,87,80,2,4,1,2,2,13,1,"writing, history, research",healthcare,10,6,Data Scientist
4390,17,Grade 12,6.9,73,73,71,92,2,2,1,3,4,21,0,"dance, music",business,11,5,Finance Manager
4391,16,Grade 12,6.6,56,77,80,61,2,4,3,3,2,20,1,"travel, reading",healthcare,7,6,Medicine
4392,19,UG,5.1,78,71,62,70,3,3,3,2,5,15,1,science,arts,8,4,Engineering
4393,20,UG,7.9,78,73,70,63,3,4,4,1,4,30,0,"travel, painting, gaming",technology,13,9,Arts
4394,14,Grade 10,6.4,76,74,70,58,1,2,3,3,3,17,0,"history, writing",business,11,5,Defence Persenal
4395,25,PG,7.3,66,69,72,58,3,1,2,3,3,19,1,"history, coding",business,8,5,Lawyer
